timestamp,open,high,low,close,volume,trade_count,vwap,30_DAY_SMA,50_DAY_SMA,upper_band,middle_band,lower_band
2022-06-01 09:26:00+00:00,413.69,413.7,413.69,413.7,200,2,413.695,413.39366666666666,413.18199999999996,413.7345863372403,413.39366666666666,413.05274699609305
2022-06-01 09:29:00+00:00,413.75,413.77,413.75,413.77,856,4,413.767547,413.4133333333333,413.2036,413.7703705236758,413.4133333333333,413.0562961429908
2022-06-01 09:31:00+00:00,413.8,413.82,413.8,413.82,201,3,413.80995,413.436,413.2324,413.8068225088721,413.436,413.0651774911279
2022-06-01 09:35:00+00:00,413.92,413.92,413.92,413.92,200,2,413.92,413.4616666666667,413.26239999999996,413.85562379848113,413.4616666666667,413.06770953485227
2022-06-01 09:37:00+00:00,413.74,413.74,413.74,413.74,100,1,413.74,413.47333333333336,413.2854,413.8786754378972,413.47333333333336,413.06799122876953
2022-06-01 09:41:00+00:00,413.59,413.59,413.59,413.59,305,2,413.590164,413.482,413.3068,413.88582834568405,413.482,413.078171654316
2022-06-01 09:45:00+00:00,413.66,413.66,413.57,413.57,321,5,413.607445,413.48800000000006,413.32239999999996,413.8915310800673,413.48800000000006,413.0844689199328
2022-06-01 09:49:00+00:00,413.51,413.51,413.51,413.51,390,6,413.508,413.4943333333334,413.33619999999996,413.8930540648049,413.4943333333334,413.09561260186183
2022-06-01 09:50:00+00:00,413.4,413.4,413.4,413.4,605,4,413.399669,413.5023333333334,413.3482,413.8831284069165,413.5023333333334,413.1215382597503
2022-06-01 09:51:00+00:00,413.35,413.35,413.35,413.35,100,1,413.35,413.5070000000001,413.355,413.87661781946247,413.5070000000001,413.13738218053777
2022-06-01 09:55:00+00:00,413.54,413.54,413.47,413.47,200,2,413.505,413.5166666666667,413.36240000000004,413.8661933299385,413.5166666666667,413.16714000339493
2022-06-01 09:59:00+00:00,413.3,413.3,413.3,413.3,205,7,413.302,413.517,413.3636,413.86567941287154,413.517,413.16832058712845
2022-06-01 10:00:00+00:00,413.28,413.28,413.28,413.28,200,2,413.28,413.514,413.36799999999994,413.8691750735191,413.514,413.1588249264809
2022-06-01 10:01:00+00:00,413.35,413.35,413.35,413.35,225,4,413.365556,413.51566666666673,413.3733999999999,413.8672604971145,413.51566666666673,413.16407283621896
2022-06-01 10:06:00+00:00,413.2,413.2,413.2,413.2,204,7,413.273137,413.51633333333336,413.37399999999997,413.86544585841455,413.51633333333336,413.1672208082522
2022-06-01 10:08:00+00:00,413.01,413.02,413.0,413.02,2554,9,413.003387,413.50200000000007,413.37179999999995,413.8935575726933,413.50200000000007,413.11044242730685
2022-06-01 10:10:00+00:00,413.1,413.1,413.06,413.06,300,3,413.083333,413.4876666666667,413.37539999999996,413.910188723314,413.4876666666667,413.06514461001944
2022-06-01 10:11:00+00:00,413.1,413.1,413.1,413.1,104,4,413.097404,413.47400000000005,413.3805999999999,413.918690153655,413.47400000000005,413.0293098463451
2022-06-01 10:12:00+00:00,413.01,413.01,413.01,413.01,463,5,413.010562,413.45933333333335,413.38039999999984,413.9342209218573,413.45933333333335,412.9844457448094
2022-06-01 10:13:00+00:00,413.03,413.03,413.03,413.03,455,9,413.021033,413.44533333333334,413.3829999999998,413.9446323972239,413.44533333333334,412.94603426944275
2022-06-01 10:14:00+00:00,413.0,413.0,412.96,412.96,772,6,412.966684,413.43033333333335,413.3851999999998,413.9591428974879,413.43033333333335,412.9015237691788
2022-06-01 10:18:00+00:00,413.02,413.09,413.02,413.09,418,7,413.062703,413.4216666666667,413.3833999999998,413.9638126081531,413.4216666666667,412.87952072518027
2022-06-01 10:19:00+00:00,413.22,413.22,413.22,413.22,151,3,413.18,413.4143333333333,413.3849999999999,413.96121987437374,413.4143333333333,412.8674467922928
2022-06-01 10:20:00+00:00,413.17,413.17,413.17,413.17,100,1,413.17,413.4076666666666,413.3853999999998,413.96138580904784,413.4076666666666,412.8539475242854
2022-06-01 10:21:00+00:00,413.1,413.1,413.1,413.1,206,3,413.098495,413.4006666666666,413.37959999999975,413.9643671385434,413.4006666666666,412.8369661947898
2022-06-01 10:23:00+00:00,412.98,412.98,412.81,412.81,892,14,412.863543,413.37366666666657,413.36919999999975,413.9694403000817,413.37366666666657,412.7778930332514
2022-06-01 10:25:00+00:00,412.93,412.93,412.93,412.93,300,1,412.93,413.34999999999997,413.3599999999998,413.95785963267906,413.34999999999997,412.74214036732087
2022-06-01 10:26:00+00:00,412.93,412.93,412.9,412.9,750,5,412.919333,413.32266666666663,413.3515999999998,413.9352444620116,413.32266666666663,412.71008887132166
2022-06-01 10:27:00+00:00,412.91,412.91,412.75,412.75,844,15,412.808424,413.29233333333326,413.3433999999998,413.9248875908881,413.29233333333326,412.65977907577843
2022-06-01 10:28:00+00:00,412.79,412.79,412.79,412.79,102,3,412.790686,413.26366666666667,413.33499999999987,413.9066489540824,413.26366666666667,412.6206843792509
2022-06-01 10:31:00+00:00,412.97,412.99,412.97,412.99,200,2,412.98,413.23999999999995,413.33119999999985,413.8691157814168,413.23999999999995,412.6108842185831
2022-06-01 10:33:00+00:00,413.1,413.1,413.1,413.1,670,5,413.102239,413.2176666666666,413.32739999999984,413.8167923257167,413.2176666666666,412.61854100761656
2022-06-01 10:35:00+00:00,413.0,413.0,413.0,413.0,1092,4,413.009112,413.1903333333333,413.3199999999999,413.7506066792246,413.1903333333333,412.630059987442
2022-06-01 10:36:00+00:00,413.12,413.12,413.12,413.12,101,2,413.119505,413.16366666666664,413.3163999999999,413.6543120463195,413.16366666666664,412.6730212870138
2022-06-01 10:37:00+00:00,413.02,413.03,413.0,413.0,1057,14,413.02071,413.139,413.31279999999987,413.58350271785457,413.139,412.69449728214545
2022-06-01 10:38:00+00:00,412.81,412.81,412.81,412.81,226,11,412.832301,413.113,413.29999999999984,413.53983798590104,413.113,412.68616201409895
2022-06-01 10:39:00+00:00,412.7,412.7,412.7,412.7,517,20,412.713075,413.084,413.2841999999998,413.50080051144283,413.084,412.6671994885572
2022-06-01 10:43:00+00:00,412.93,412.93,412.93,412.93,709,3,412.930564,413.0646666666667,413.2725999999999,413.4535019637634,413.0646666666667,412.67583136957
2022-06-01 10:44:00+00:00,413.02,413.02,413.02,413.02,100,1,413.02,413.052,413.2639999999999,413.4205430769009,413.052,412.68345692309913
2022-06-01 10:45:00+00:00,413.11,413.11,413.11,413.11,222,5,413.128198,413.04400000000004,413.25719999999984,413.39638615101904,413.04400000000004,412.69161384898104
2022-06-01 10:46:00+00:00,412.99,412.99,412.99,412.99,130,2,412.999231,413.0280000000001,413.2487999999999,413.3431888313463,413.0280000000001,412.71281116865384
2022-06-01 10:48:00+00:00,413.0,413.0,412.98,412.98,407,4,412.985012,413.0173333333334,413.24139999999994,413.31621718192247,413.0173333333334,412.7184494847443
2022-06-01 10:49:00+00:00,412.9,412.9,412.86,412.86,1000,5,412.874,413.0033333333334,413.22979999999995,413.2908205299706,413.0033333333334,412.7158461366962
2022-06-01 10:50:00+00:00,412.84,412.84,412.81,412.81,200,2,412.825,412.98533333333336,413.2186,413.2504991083593,412.98533333333336,412.7201675583074
2022-06-01 10:51:00+00:00,412.8,412.8,412.77,412.77,500,6,412.784,412.97100000000006,413.20779999999996,413.23468415305024,412.97100000000006,412.7073158469499
2022-06-01 10:52:00+00:00,412.78,412.83,412.78,412.83,271,5,412.79786,412.9646666666667,413.19200000000006,413.2324343925635,412.9646666666667,412.69689894076987
2022-06-01 10:53:00+00:00,412.75,412.76,412.75,412.76,1501,6,412.759334,412.9546666666667,413.17440000000005,413.22975372254797,412.9546666666667,412.6795796107854
2022-06-01 10:54:00+00:00,412.66,412.66,412.6,412.6,536,16,412.655354,412.93800000000005,413.152,413.2355186255783,412.93800000000005,412.64048137442177
2022-06-01 10:55:00+00:00,412.5,412.5,412.5,412.5,220,14,412.537818,412.92100000000005,413.12879999999996,413.2560363155137,412.92100000000005,412.5859636844864
2022-06-01 10:56:00+00:00,412.6,412.75,412.6,412.75,761,10,412.674888,412.9116666666667,413.1107999999999,413.2496245856725,412.9116666666667,412.5737087476609
2022-06-01 10:58:00+00:00,412.96,412.96,412.79,412.8,483,6,412.837391,412.90633333333335,413.0927999999999,413.2461169237336,412.90633333333335,412.5665497429331
2022-06-01 11:00:00+00:00,412.81,412.95,412.78,412.92,5998,43,412.84124,412.90066666666667,413.07579999999984,413.23361043839304,412.90066666666667,412.5677228949403
2022-06-01 11:01:00+00:00,412.98,413.05,412.98,413.009,2058,19,412.996642,412.89363333333336,413.05957999999987,413.20767472384654,412.89363333333336,412.5795919428202
2022-06-01 11:02:00+00:00,413.0,413.1,413.0,413.1,1117,12,413.076661,412.89130000000006,413.04317999999984,413.1980486039101,412.89130000000006,412.58455139609003
2022-06-01 11:03:00+00:00,413.05,413.06,413.05,413.06,669,6,413.053139,412.8899666666667,413.02957999999984,413.1934049553582,412.8899666666667,412.5865283779752
2022-06-01 11:04:00+00:00,413.1,413.12,413.09,413.11,3035,18,413.101203,412.8999666666667,413.01997999999986,413.21186001630906,412.8999666666667,412.5880733170244
2022-06-01 11:05:00+00:00,413.11,413.17,413.06,413.06,3278,17,413.120214,412.90430000000003,413.00977999999986,413.2213123648994,412.90430000000003,412.58728763510067
2022-06-01 11:06:00+00:00,413.13,413.57,413.13,413.57,2674,32,413.353979,412.92663333333337,413.0109799999999,413.32360536626345,412.92663333333337,412.5296613004033
2022-06-01 11:07:00+00:00,413.6,413.72,413.6,413.62,3944,31,413.639599,412.95563333333337,413.0153799999999,413.41841174867176,412.95563333333337,412.492854917995
2022-06-01 11:08:00+00:00,413.58,413.61,413.48,413.48,4512,30,413.533285,412.97863333333333,413.01797999999985,413.47365992700486,412.97863333333333,412.4836067396618
2022-06-01 11:09:00+00:00,413.44,413.5,413.44,413.5,3177,16,413.452238,412.99563333333333,413.0185799999999,413.52489810179054,412.99563333333333,412.4663685648761
2022-06-01 11:10:00+00:00,413.44,413.44,413.44,413.44,288,7,413.455625,413.0069666666667,413.02137999999985,413.55876674673544,413.0069666666667,412.45516658659795
2022-06-01 11:11:00+00:00,413.38,413.38,413.361,413.361,1525,6,413.36357,413.01900000000006,413.0229999999999,413.58522398337755,413.01900000000006,412.4527760166226
2022-06-01 11:12:00+00:00,413.6,413.6,413.59,413.59,2669,16,413.599487,413.0346666666667,413.0277999999999,413.63611477070265,413.0346666666667,412.4332185626307
2022-06-01 11:15:00+00:00,413.47,413.5,413.47,413.5,1205,7,413.471079,413.0513333333334,413.0337999999999,413.6753043435943,413.0513333333334,412.4273623230725
2022-06-01 11:16:00+00:00,413.45,413.45,413.44,413.44,510,5,413.446078,413.0723333333334,413.04219999999987,413.7047507758971,413.0723333333334,412.4399158907697
2022-06-01 11:18:00+00:00,413.45,413.45,413.4,413.4,1444,12,413.417756,413.0956666666667,413.04899999999986,413.7230462607367,413.0956666666667,412.46828707259675
2022-06-01 11:19:00+00:00,413.34,413.34,413.3,413.3,1523,14,413.323349,413.108,413.0529999999999,413.7364140882765,413.108,412.4795859117235
2022-06-01 11:20:00+00:00,413.32,413.32,413.23,413.23,595,15,413.28084,413.11499999999995,413.0573999999999,413.74401531500666,413.11499999999995,412.48598468499324
2022-06-01 11:21:00+00:00,413.16,413.19,413.16,413.18,532,11,413.171598,413.1173333333333,413.06039999999996,413.746776331975,413.1173333333333,412.4878903346916
2022-06-01 11:22:00+00:00,413.19,413.33,413.18,413.31,1506,11,413.238991,413.12799999999993,413.06739999999996,413.7592930644249,413.12799999999993,412.49670693557493
2022-06-01 11:23:00+00:00,413.36,413.39,413.36,413.39,340,6,413.377647,413.1416666666666,413.0734,413.7772890563129,413.1416666666666,412.5060442770203
2022-06-01 11:24:00+00:00,413.32,413.34,413.32,413.32,546,9,413.325531,413.1569999999999,413.07539999999995,413.78687109781424,413.1569999999999,412.5271289021856
2022-06-01 11:25:00+00:00,413.34,413.36,413.34,413.36,511,5,413.348278,413.1753333333333,413.07919999999996,413.79568255387983,413.1753333333333,412.55498411278677
2022-06-01 11:26:00+00:00,413.34,413.34,413.34,413.34,456,8,413.349934,413.19433333333325,413.084,413.798567136481,413.19433333333325,412.5900995301855
2022-06-01 11:29:00+00:00,413.41,413.42,413.41,413.41,1710,12,413.413193,413.2136666666666,413.096,413.80705228214697,413.2136666666666,412.6202810511862
2022-06-01 11:30:00+00:00,413.2,413.32,413.2,413.32,724,14,413.271105,413.23233333333326,413.1038,413.802226734524,413.23233333333326,412.6624399321425
2022-06-01 11:31:00+00:00,413.39,413.8,413.39,413.68,5869,34,413.468802,413.26833333333326,413.1193999999999,413.80963037636053,413.26833333333326,412.727036290306
2022-06-01 11:32:00+00:00,413.71,413.71,413.63,413.63,690,12,413.647826,413.30599999999987,413.13699999999994,413.7814537483381,413.30599999999987,412.83054625166164
2022-06-01 11:33:00+00:00,413.54,413.61,413.54,413.61,527,6,413.560372,413.3346666666666,413.1534,413.7749769611141,413.3346666666666,412.8943563722191
2022-06-01 11:34:00+00:00,413.56,413.56,413.51,413.51,1066,14,413.518602,413.3583333333333,413.1637999999999,413.755341925232,413.3583333333333,412.96132474143457
2022-06-01 11:35:00+00:00,413.53,413.53,413.53,413.53,1154,17,413.527634,413.3786666666666,413.1723999999999,413.74509968286407,413.3786666666666,413.01223365046917
2022-06-01 11:36:00+00:00,413.55,413.78,413.55,413.73,7950,80,413.634117,413.4026999999999,413.1869999999999,413.76353279581497,413.4026999999999,413.0418672041849
2022-06-01 11:37:00+00:00,413.7,413.73,413.7,413.73,2273,26,413.727681,413.42369999999994,413.1991999999999,413.7849515834013,413.42369999999994,413.06244841659856
2022-06-01 11:38:00+00:00,413.77,413.89,413.7,413.7,8975,81,413.790019,413.4450333333333,413.2131999999999,413.79320588917477,413.4450333333333,413.0968607774918
2022-06-01 11:39:00+00:00,413.68,413.68,413.6,413.6,769,13,413.64827,413.4613666666666,413.22899999999987,413.7905970753768,413.4613666666666,413.1321362579564
2022-06-01 11:40:00+00:00,413.57,413.57,413.49,413.5,1087,16,413.536394,413.4760333333333,413.24499999999983,413.7697200065037,413.4760333333333,413.1823466601629
2022-06-01 11:41:00+00:00,413.5,413.5,413.49,413.5,2599,12,413.488896,413.47369999999995,413.25639999999987,413.76546938365976,413.47369999999995,413.18193061634014
2022-06-01 11:42:00+00:00,413.49,413.66,413.49,413.64,3638,40,413.558911,413.4743666666666,413.2687999999998,413.76755806389275,413.4743666666666,413.1811752694404
2022-06-01 11:43:00+00:00,413.63,413.63,413.42,413.42,3918,26,413.503017,413.47236666666663,413.2749999999998,413.7661949531418,413.47236666666663,413.17853838019147
2022-06-01 11:44:00+00:00,413.37,413.39,413.35,413.35,2132,26,413.378011,413.46736666666663,413.2821999999997,413.76423318307906,413.46736666666663,413.1705001502542
2022-06-01 11:45:00+00:00,413.35,413.44,413.35,413.43,4567,44,413.423241,413.4670333333333,413.2911999999997,413.7640444363986,413.4670333333333,413.170022230268
2022-06-01 11:46:00+00:00,413.39,413.72,413.39,413.72,3051,39,413.559689,413.4789999999999,413.3083999999997,413.7866946537554,413.4789999999999,413.1713053462445
2022-06-01 11:47:00+00:00,413.85,413.94,413.82,413.83,2534,30,413.857916,413.4869999999999,413.3287999999998,413.8174602850244,413.4869999999999,413.1565397149754
2022-06-01 11:48:00+00:00,413.67,413.67,413.67,413.67,226,9,413.668628,413.4926666666666,413.3467999999997,413.8295913201408,413.4926666666666,413.15574201319237
2022-06-01 11:49:00+00:00,413.57,413.7,413.57,413.7,28159,50,413.575317,413.50133333333326,413.3641999999997,413.8456871565089,413.50133333333326,413.1569795101576
2022-06-01 11:50:00+00:00,413.69,413.71,413.69,413.7,44854,62,413.699841,413.51133333333325,413.38299999999975,413.8607226419904,413.51133333333325,413.16194402467613
2022-06-01 11:51:00+00:00,413.53,413.59,413.44,413.44,68523,96,413.527814,413.51599999999996,413.39979999999974,413.85762747749385,413.51599999999996,413.1743725225061
2022-06-01 11:52:00+00:00,413.5,413.5,413.47,413.5,27571,39,413.499213,413.525,413.4197999999997,413.84982815971364,413.525,413.2001718402863
2022-06-01 11:53:00+00:00,413.5,413.53,413.5,413.53,57304,62,413.504032,413.5366666666667,413.43539999999973,413.83516661996407,413.5366666666667,413.2381667133693
2022-06-01 11:54:00+00:00,413.5,413.53,413.5,413.53,4022,28,413.519831,413.54400000000004,413.4499999999997,413.83043091052014,413.54400000000004,413.25756908947994
2022-06-01 11:55:00+00:00,413.53,413.69,413.5,413.61,88356,133,413.542133,413.55133333333345,413.46379999999976,413.8328403877607,413.55133333333345,413.2698262789062
2022-06-01 11:56:00+00:00,413.62,413.72,413.61,413.72,15535,64,413.672116,413.56466666666677,413.4780199999998,413.8388798836782,413.56466666666677,413.29045344965533
2022-06-01 11:57:00+00:00,413.79,413.88,413.79,413.85,8528,41,413.844028,413.5810000000001,413.49301999999983,413.86277295765626,413.5810000000001,413.2992270423439
2022-06-01 11:58:00+00:00,413.85,413.86,413.84,413.86,11058,28,413.857254,413.5983333333334,413.5090199999998,413.88263755168873,413.5983333333334,413.3140291149781
2022-06-01 11:59:00+00:00,413.85,414.09,413.85,413.96,29937,89,413.90886,413.61666666666673,413.5260199999998,413.92030387672986,413.61666666666673,413.3130294566036
2022-06-01 12:00:00+00:00,414.19,414.25,414.07,414.07,3280,35,414.183357,413.6416666666667,413.5462199999997,413.96626214116424,413.6416666666667,413.3170711921692
2022-06-01 12:01:00+00:00,414.03,414.05,414.02,414.02,2361,22,414.035142,413.6530000000001,413.55521999999974,414.00476317759205,413.6530000000001,413.3012368224081
2022-06-01 12:02:00+00:00,414.08,414.17,414.06,414.17,7991,47,414.087328,413.6710000000001,413.56621999999976,414.0685038779107,413.6710000000001,413.2734961220895
2022-06-01 12:03:00+00:00,414.25,414.4,414.2,414.37,6436,53,414.28291,413.6963333333334,413.5840199999997,414.1654739185407,413.6963333333334,413.22719274812613
2022-06-01 12:04:00+00:00,414.4,414.4,414.25,414.28,4178,33,414.307361,413.7220000000001,413.59961999999973,414.2301836934778,413.7220000000001,413.2138163065224
2022-06-01 12:05:00+00:00,414.35,414.4,414.27,414.4,34816,124,414.288983,413.7510000000001,413.61881999999974,414.3089091918622,413.7510000000001,413.193090808138
2022-06-01 12:06:00+00:00,414.44,414.45,414.25,414.25,16744,41,414.425165,413.76833333333343,413.63659999999976,414.35416797033076,413.76833333333343,413.1824986963361
2022-06-01 12:07:00+00:00,414.17,414.2,414.17,414.2,1719,26,414.180163,413.78400000000016,413.64879999999977,414.3896973936037,413.78400000000016,413.17830260639664
2022-06-01 12:08:00+00:00,414.1796,414.1796,414.1101,414.17,2893,28,414.154659,413.7996666666668,413.6621999999997,414.4199995517697,413.7996666666668,413.17933378156386
2022-06-01 12:09:00+00:00,414.21,414.29,414.17,414.17,5102,48,414.22514,413.8186666666668,413.67679999999973,414.44822171185484,413.8186666666668,413.18911162147873
2022-06-01 12:10:00+00:00,414.14,414.2,414.12,414.17,5522,35,414.180538,413.8410000000001,413.6921999999997,414.47128776455025,413.8410000000001,413.21071223545
2022-06-01 12:11:00+00:00,414.2,414.24,414.2,414.23,3175,42,414.21428,413.8653333333334,413.71079999999967,414.4974458405261,413.8653333333334,413.2332208261407
2022-06-01 12:12:00+00:00,414.32,414.33,414.16,414.19,5984,53,414.233361,413.8836666666668,413.7299999999996,414.5204603709466,413.8836666666668,413.246872962387
2022-06-01 12:14:00+00:00,414.17,414.24,414.17,414.24,760,10,414.210875,413.9110000000001,413.75119999999964,414.5361261202029,413.9110000000001,413.28587387979735
2022-06-01 12:15:00+00:00,414.25,414.4,414.2,414.29,4972,29,414.332785,413.94233333333347,413.77079999999967,414.5456946580618,413.94233333333347,413.33897200860514
2022-06-01 12:16:00+00:00,414.23,414.28,414.23,414.27,1499,16,414.238926,413.9703333333335,413.7883999999997,414.5536224738808,413.9703333333335,413.38704419278616
